p,tau,strategy_A,strategy_B,symmetric,is_bne,max_deviation_gain,expected_payoff_A,expected_payoff_B
0.01,0.45,LP,PP,False,False,1.25,1.2475,1.2299999999999998
0.01,0.45,PP,LL,False,False,1.7500000000000002,-1.7400000000000002,1.0
0.01,0.45,PP,PL,False,False,1.73,-1.71,1.0125
0.01,0.45,PP,LP,False,False,1.25,1.2299999999999998,1.2475
0.01,0.45,PP,PP,True,True,0.0,1.26,1.26
0.01,0.5,LL,LL,True,True,0.0,0.0,0.0
0.01,0.5,LL,PL,False,False,0.7,0.01,-0.006999999999999999
0.01,0.5,LL,LP,False,False,1.7000000000000002,0.99,-1.683
0.01,0.5,LL,PP,False,False,1.7000000000000002,1.0,-1.69
0.01,0.5,PL,LL,False,False,0.7,-0.006999999999999999,0.01
0.01,0.5,PL,PL,True,False,0.6799999999999999,0.0032000000000000015,0.0032000000000000015
0.01,0.5,PL,LP,False,False,1.68,1.0028,-1.6532
0.01,0.5,PL,PP,False,False,1.68,1.013,-1.66
0.01,0.5,LP,LL,False,False,1.7000000000000002,-1.683,0.99
0.01,0.5,LP,PL,False,False,1.68,-1.6532,1.0028
0.01,0.5,LP,LP,True,False,1.2799999999999996,1.2671999999999999,1.2671999999999999
0.01,0.5,LP,PP,False,False,1.2999999999999998,1.297,1.2799999999999998
0.01,0.5,PP,LL,False,False,1.7000000000000002,-1.69,1.0
0.01,0.5,PP,PL,False,False,1.68,-1.66,1.013
0.01,0.5,PP,LP,False,False,1.2999999999999998,1.2799999999999998,1.297
0.01,0.5,PP,PP,True,True,0.0,1.3099999999999998,1.3099999999999998
0.01,0.55,LL,LL,True,True,0.0,0.0,0.0
0.01,0.55,LL,PL,False,False,0.6499999999999999,0.01,-0.006499999999999999
0.01,0.55,LL,LP,False,False,1.6500000000000001,0.99,-1.6335000000000002
0.01,0.55,LL,PP,False,False,1.6500000000000001,1.0,-1.6400000000000001
0.01,0.55,PL,LL,False,False,0.6499999999999999,-0.006499999999999999,0.01
0.01,0.55,PL,PL,True,False,0.6299999999999999,0.003700000000000002,0.003700000000000002
0.01,0.55,PL,LP,False,False,1.63,1.0032999999999999,-1.6037
0.01,0.55,PL,PP,False,False,1.63,1.0135,-1.6099999999999999
0.01,0.55,LP,LL,False,False,1.6500000000000001,-1.6335000000000002,0.99
0.01,0.55,LP,PL,False,False,1.63,-1.6037,1.0032999999999999
0.01,0.55,LP,LP,True,False,1.3299999999999998,1.3166999999999998,1.3166999999999998
0.01,0.55,LP,PP,False,False,1.35,1.3465,1.3299999999999996
0.01,0.55,PP,LL,False,False,1.6500000000000001,-1.6400000000000001,1.0
0.01,0.55,PP,PL,False,False,1.63,-1.6099999999999999,1.0135
0.01,0.55,PP,LP,False,False,1.35,1.3299999999999996,1.3465
0.01,0.55,PP,PP,True,True,0.0,1.36,1.36
0.01,0.6,LL,LL,True,True,0.0,0.0,0.0
0.01,0.6,LL,PL,False,False,0.6,0.01,-0.006
0.01,0.6,LL,LP,False,False,1.6,0.99,-1.584
0.01,0.6,LL,PP,False,False,1.6,1.0,-1.59
0.01,0.6,PL,LL,False,False,0.6,-0.006,0.01
0.01,0.6,PL,PL,True,False,0.58,0.0042000000000000015,0.0042000000000000015
0.01,0.6,PL,LP,False,False,1.5799999999999998,1.0038,-1.5541999999999998
0.01,0.6,PL,PP,False,False,1.5799999999999998,1.014,-1.5599999999999998
0.01,0.6,LP,LL,False,False,1.6,-1.584,0.99
0.01,0.6,LP,PL,False,False,1.5799999999999998,-1.5541999999999998,1.0038
0.01,0.6,LP,LP,True,False,1.3799999999999997,1.3661999999999996,1.3661999999999996
0.01,0.6,LP,PP,False,False,1.4,1.396,1.3799999999999997
0.01,0.6,PP,LL,False,False,1.6,-1.59,1.0
0.01,0.6,PP,PL,False,False,1.5799999999999998,-1.5599999999999998,1.014
0.01,0.6,PP,LP,False,False,1.4,1.3799999999999997,1.396
0.01,0.6,PP,PP,True,True,0.0,1.41,1.41
0.01,0.65,LL,LL,True,True,0.0,0.0,0.0
0.01,0.65,LL,PL,False,False,0.5499999999999999,0.01,-0.0055
0.01,0.65,LL,LP,False,False,1.5500000000000003,0.99,-1.5345000000000002
0.01,0.65,LL,PP,False,False,1.5500000000000003,1.0,-1.5400000000000003
0.01,0.65,PL,LL,False,False,0.5499999999999999,-0.0055,0.01
0.01,0.65,PL,PL,True,False,0.5299999999999999,0.004700000000000002,0.004700000000000002
0.01,0.65,PL,LP,False,False,1.53,1.0043,-1.5047
0.01,0.65,PL,PP,False,False,1.53,1.0145,-1.51
0.01,0.65,LP,LL,False,False,1.5500000000000003,-1.5345000000000002,0.99
0.01,0.65,LP,PL,False,False,1.53,-1.5047,1.0043
0.01,0.65,LP,LP,True,False,1.43,1.4157,1.4157
0.01,0.65,LP,PP,False,False,1.4500000000000002,1.4455000000000002,1.43
0.01,0.65,PP,LL,False,False,1.5500000000000003,-1.5400000000000003,1.0
0.01,0.65,PP,PL,False,False,1.53,-1.51,1.0145
0.01,0.65,PP,LP,False,False,1.4500000000000002,1.43,1.4455000000000002
0.01,0.65,PP,PP,True,True,0.0,1.4600000000000002,1.4600000000000002
0.01,0.7,LL,LL,True,True,0.0,0.0,0.0
0.01,0.7,LL,PL,False,False,0.5,0.01,-0.005
0.01,0.7,LL,LP,False,False,1.5000000000000002,0.99,-1.485
0.01,0.7,LL,PP,False,False,1.5000000000000002,1.0,-1.49
0.01,0.7,PL,LL,False,False,0.5,-0.005,0.01
0.01,0.7,PL,PL,True,False,0.48,0.005200000000000001,0.005200000000000001
0.01,0.7,PL,LP,False,False,1.48,1.0048,-1.4552
0.01,0.7,PL,PP,False,False,1.48,1.015,-1.46
0.01,0.7,LP,LL,False,False,1.5000000000000002,-1.485,0.99
0.01,0.7,LP,PL,False,False,1.48,-1.4552,1.0048
0.01,0.7,LP,LP,True,False,1.4799999999999998,1.4651999999999998,1.4651999999999998
0.01,0.7,LP,PP,False,False,1.5,1.4949999999999999,1.4799999999999998
0.01,0.7,PP,LL,False,False,1.5000000000000002,-1.49,1.0
0.01,0.7,PP,PL,False,False,1.48,-1.46,1.015
0.01,0.7,PP,LP,False,False,1.5,1.4799999999999998,1.4949999999999999
0.01,0.7,PP,PP,True,True,0.0,1.5099999999999998,1.5099999999999998
0.01,0.75,LL,LL,True,True,0.0,0.0,0.0
0.01,0.75,LL,PL,False,False,0.44999999999999996,0.01,-0.0045
0.01,0.75,LL,LP,False,False,1.5299999999999996,0.99,-1.4355000000000002
0.01,0.75,LL,PP,False,False,1.5499999999999998,1.0,-1.4400000000000002
0.01,0.75,PL,LL,False,False,0.44999999999999996,-0.0045,0.01
0.01,0.75,PL,PL,True,False,0.42999999999999994,0.005700000000000001,0.005700000000000001
0.01,0.75,PL,LP,False,False,1.43,1.0052999999999999,-1.4057
0.01,0.75,PL,PP,False,False,1.43,1.0155,-1.41
0.01,0.75,LP,LL,False,False,1.5299999999999996,-1.4355000000000002,0.99
0.01,0.75,LP,PL,False,False,1.43,-1.4057,1.0052999999999999
0.01,0.75,LP,LP,True,False,1.5299999999999996,1.5146999999999997,1.5146999999999997
0.01,0.75,LP,PP,False,False,1.5499999999999998,1.5445,1.5299999999999996
0.01,0.75,PP,LL,False,False,1.5499999999999998,-1.4400000000000002,1.0
0.01,0.75,PP,PL,False,False,1.43,-1.41,1.0155
0.01,0.75,PP,LP,False,False,1.5499999999999998,1.5299999999999996,1.5445
0.01,0.75,PP,PP,True,True,0.0,1.56,1.56
0.01,0.8,LL,LL,True,True,0.0,0.0,0.0
0.01,0.8,LL,PL,False,False,0.3999999999999999,0.01,-0.003999999999999999
0.01,0.8,LL,LP,False,False,1.5799999999999998,0.99,-1.3860000000000001
0.01,0.8,LL,PP,False,False,1.6,1.0,-1.3900000000000001
0.01,0.8,PL,LL,False,False,0.3999999999999999,-0.003999999999999999,0.01
0.01,0.8,PL,PL,True,False,0.3799999999999999,0.006200000000000002,0.006200000000000002
0.01,0.8,PL,LP,False,False,1.38,1.0058,-1.3561999999999999
0.01,0.8,PL,PP,False,False,1.38,1.016,-1.3599999999999999
0.01,0.8,LP,LL,False,False,1.5799999999999998,-1.3860000000000001,0.99
0.01,0.8,LP,PL,False,False,1.38,-1.3561999999999999,1.0058
0.01,0.8,LP,LP,True,False,1.5799999999999998,1.5641999999999998,1.5641999999999998
0.01,0.8,LP,PP,False,False,1.6,1.594,1.5799999999999998
0.01,0.8,PP,LL,False,False,1.6,-1.3900000000000001,1.0
0.01,0.8,PP,PL,False,False,1.38,-1.3599999999999999,1.016
0.01,0.8,PP,LP,False,False,1.6,1.5799999999999998,1.594
0.01,0.8,PP,PP,True,True,0.0,1.61,1.61
0.01,0.85,LL,LL,True,True,0.0,0.0,0.0
0.01,0.85,LL,PL,False,False,0.35,0.01,-0.0034999999999999996
0.01,0.85,LL,LP,False,False,1.6299999999999997,0.99,-1.3365
0.01,0.85,LL,PP,False,False,1.65,1.0,-1.34
0.01,0.85,PL,LL,False,False,0.35,-0.0034999999999999996,0.01
0.01,0.85,PL,PL,True,False,0.32999999999999996,0.006700000000000001,0.006700000000000001
0.01,0.85,PL,LP,False,False,1.3299999999999998,1.0063,-1.3066999999999998
0.01,0.85,PL,PP,False,False,1.3299999999999998,1.0165,-1.3099999999999998
0.01,0.85,LP,LL,False,False,1.6299999999999997,-1.3365,0.99
0.01,0.85,LP,PL,False,False,1.3299999999999998,-1.3066999999999998,1.0063
0.01,0.85,LP,LP,True,False,1.6299999999999997,1.6136999999999997,1.6136999999999997
0.01,0.85,LP,PP,False,False,1.65,1.6435,1.6299999999999997
0.01,0.85,PP,LL,False,False,1.65,-1.34,1.0
0.01,0.85,PP,PL,False,False,1.3299999999999998,-1.3099999999999998,1.0165
0.01,0.85,PP,LP,False,False,1.65,1.6299999999999997,1.6435
0.01,0.85,PP,PP,True,True,0.0,1.66,1.66
0.01,0.9,LL,LL,True,True,0.0,0.0,0.0
0.01,0.9,LL,PL,False,False,0.29999999999999993,0.01,-0.002999999999999999
0.01,0.9,LL,LP,False,False,1.68,0.99,-1.2870000000000001
0.01,0.9,LL,PP,False,False,1.7000000000000002,1.0,-1.29
0.01,0.9,PL,LL,False,False,0.29999999999999993,-0.002999999999999999,0.01
0.01,0.9,PL,PL,True,False,0.2799999999999999,0.0072000000000000015,0.0072000000000000015
0.01,0.9,PL,LP,False,False,1.28,1.0068,-1.2572
0.01,0.9,PL,PP,False,False,1.28,1.017,-1.26
0.01,0.9,LP,LL,False,False,1.68,-1.2870000000000001,0.99
0.01,0.9,LP,PL,False,False,1.28,-1.2572,1.0068
0.01,0.9,LP,LP,True,False,1.68,1.6632,1.6632
0.01,0.9,LP,PP,False,False,1.7000000000000002,1.693,1.68
0.01,0.9,PP,LL,False,False,1.7000000000000002,-1.29,1.0
0.01,0.9,PP,PL,False,False,1.28,-1.26,1.017
0.01,0.9,PP,LP,False,False,1.7000000000000002,1.68,1.693
0.01,0.9,PP,PP,True,True,0.0,1.71,1.71
0.01,0.95,LL,LL,True,True,0.0,0.0,0.0
0.01,0.95,LL,PL,False,False,0.25,0.01,-0.0025
0.01,0.95,LL,LP,False,False,1.7299999999999998,0.99,-1.2375000000000003
0.01,0.95,LL,PP,False,False,1.75,1.0,-1.2400000000000002
0.01,0.95,PL,LL,False,False,0.25,-0.0025,0.01
0.01,0.95,PL,PL,True,False,0.22999999999999998,0.007700000000000001,0.007700000000000001
0.01,0.95,PL,LP,False,False,1.23,1.0072999999999999,-1.2077
0.01,0.95,PL,PP,False,False,1.23,1.0175,-1.21
0.01,0.95,LP,LL,False,False,1.7299999999999998,-1.2375000000000003,0.99
0.01,0.95,LP,PL,False,False,1.23,-1.2077,1.0072999999999999
0.01,0.95,LP,LP,True,False,1.7299999999999998,1.7126999999999997,1.7126999999999997
0.01,0.95,LP,PP,False,False,1.75,1.7425,1.7299999999999995
0.01,0.95,PP,LL,False,False,1.75,-1.2400000000000002,1.0
0.01,0.95,PP,PL,False,False,1.23,-1.21,1.0175
0.01,0.95,PP,LP,False,False,1.75,1.7299999999999995,1.7425
0.01,0.95,PP,PP,True,True,0.0,1.76,1.76
0.01,1.0,LL,LL,True,True,0.0,0.0,0.0
0.01,1.0,LL,PL,False,False,0.19999999999999996,0.01,-0.0019999999999999996
0.01,1.0,LL,LP,False,False,1.7799999999999996,0.99,-1.1880000000000002
0.01,1.0,LL,PP,False,False,1.7999999999999998,1.0,-1.1900000000000002
0.01,1.0,PL,LL,False,False,0.19999999999999996,-0.0019999999999999996,0.01
0.01,1.0,PL,PL,True,False,0.17999999999999994,0.008200000000000002,0.008200000000000002
0.01,1.0,PL,LP,False,False,1.18,1.0078,-1.1582
0.01,1.0,PL,PP,False,False,1.18,1.018,-1.16
0.01,1.0,LP,LL,False,False,1.7799999999999996,-1.1880000000000002,0.99
0.01,1.0,LP,PL,False,False,1.18,-1.1582,1.0078
0.01,1.0,LP,LP,True,False,1.7799999999999996,1.7621999999999998,1.7621999999999998
0.01,1.0,LP,PP,False,False,1.7999999999999998,1.792,1.7799999999999998
0.01,1.0,PP,LL,False,False,1.7999999999999998,-1.1900000000000002,1.0
0.01,1.0,PP,PL,False,False,1.18,-1.16,1.018
0.01,1.0,PP,LP,False,False,1.7999999999999998,1.7799999999999998,1.792
0.01,1.0,PP,PP,True,True,0.0,1.81,1.81
0.01,1.05,LL,LL,True,True,0.0,0.0,0.0
0.01,1.05,LL,PL,False,False,0.1499999999999999,0.01,-0.0014999999999999992
0.01,1.05,LL,LP,False,False,1.8299999999999998,0.99,-1.1385
0.01,1.05,LL,PP,False,False,1.85,1.0,-1.1400000000000001
0.01,1.05,PL,LL,False,False,0.1499999999999999,-0.0014999999999999992,0.01
0.01,1.05,PL,PL,True,False,0.1299999999999999,0.008700000000000003,0.008700000000000003
0.01,1.05,PL,LP,False,False,1.13,1.0083,-1.1086999999999998
0.01,1.05,PL,PP,False,False,1.13,1.0185,-1.1099999999999999
0.01,1.05,LP,LL,False,False,1.8299999999999998,-1.1385,0.99
0.01,1.05,LP,PL,False,False,1.13,-1.1086999999999998,1.0083
0.01,1.05,LP,LP,True,False,1.8299999999999998,1.8116999999999999,1.8116999999999999
0.01,1.05,LP,PP,False,False,1.85,1.8415000000000001,1.8299999999999998
0.01,1.05,PP,LL,False,False,1.85,-1.1400000000000001,1.0
0.01,1.05,PP,PL,False,False,1.13,-1.1099999999999999,1.0185
0.01,1.05,PP,LP,False,False,1.85,1.8299999999999998,1.8415000000000001
0.01,1.05,PP,PP,True,True,0.0,1.86,1.86
0.01,1.1,LL,LL,True,True,0.0,0.0,0.0
0.01,1.1,LL,PL,False,False,0.09999999999999987,0.01,-0.0009999999999999987
0.01,1.1,LL,LP,False,False,1.8800000000000001,0.99,-1.089
0.01,1.1,LL,PP,False,False,1.9000000000000004,1.0,-1.0899999999999999
0.01,1.1,PL,LL,False,False,0.09999999999999987,-0.0009999999999999987,0.01
0.01,1.1,PL,PL,True,False,0.07999999999999984,0.009200000000000003,0.009200000000000003
0.01,1.1,PL,LP,False,False,1.0799999999999998,1.0088,-1.0592
0.01,1.1,PL,PP,False,False,1.0799999999999998,1.019,-1.0599999999999998
0.01,1.1,LP,LL,False,False,1.8800000000000001,-1.089,0.99
0.01,1.1,LP,PL,False,False,1.0799999999999998,-1.0592,1.0088
0.01,1.1,LP,LP,True,False,1.8800000000000001,1.8612,1.8612
0.01,1.1,LP,PP,False,False,1.9000000000000004,1.891,1.88
0.01,1.1,PP,LL,False,False,1.9000000000000004,-1.0899999999999999,1.0
0.01,1.1,PP,PL,False,False,1.0799999999999998,-1.0599999999999998,1.019
0.01,1.1,PP,LP,False,False,1.9000000000000004,1.88,1.891
0.01,1.1,PP,PP,True,True,0.0,1.91,1.91
0.01,1.15,LL,LL,True,True,0.0,0.0,0.0
0.01,1.15,LL,PL,False,False,0.050000000000000044,0.01,-0.0005000000000000004
0.01,1.15,LL,LP,False,False,1.93,0.99,-1.0395000000000003
0.01,1.15,LL,PP,False,False,1.9500000000000002,1.0,-1.0400000000000003
0.01,1.15,PL,LL,False,False,0.050000000000000044,-0.0005000000000000004,0.01
0.01,1.15,PL,PL,True,False,0.03000000000000002,0.0097,0.0097
0.01,1.15,PL,LP,False,False,1.03,1.0092999999999999,-1.0097
0.01,1.15,PL,PP,False,False,1.03,1.0195,-1.01
0.01,1.15,LP,LL,False,False,1.93,-1.0395000000000003,0.99
